title,description,text,category,priority
Occasional bad smell,Occasional bad smell near Main Road from waste,occasional bad smell. occasional bad smell near main road from waste,Sanitation,Low
Loose gravel on road,Loose gravel on road near Sector 5 causing skidding,loose gravel on road. loose gravel on road near sector 5 causing skidding,Roads,Medium
Sewage entering houses,Sewage water entering houses near Main Road causing property damage,sewage entering houses. sewage water entering houses near main road causing property damage,Sanitation,High
Water overflow from tank,Water overflow from tank near Sector 5 wasting water,water overflow from tank. water overflow from tank near sector 5 wasting water,Water,Medium
Minor tap leakage,Minor leakage from tap near Ward 1 needs fixing,minor tap leakage. minor leakage from tap near ward 1 needs fixing,Water,Low
Large pothole causing accidents,Large pothole causing accidents near Near School needs urgent repair,large pothole causing accidents. lrge pothle casing accidnts near near school neds urgent repir,Roads,High
Dry leaves accumulated,Dry leaves accumulated near Sector 7 need removal,dry leaves accumulated. dry leaves accumulated near sector 7 need removal,Sanitation,Low
Road lighting problem,Road lighting problem near Ward 3 - this is about electricity infrastructure not road surface,road lighting problem. road lighting problem near ward 3 - this is about electricity infrastructure not road surface,Electricity,Low
Overflowing dustbin,Overflowing dustbin near Ward 2 needs attention,overflowing dustbin. overflowing dustbin near ward to needs attention,Sanitation,Medium
Frequent power cuts,Frequent power cuts near Main Road affecting daily life,frequent power cuts. frequent power cuts near main road affecting daily life,Electricity,Medium
Water light issue,Water supply issue with light pressure near Residential Colony - this is about water not electricity,water light issue. water supply issue with light pressure near residential colony - this is about water not electricity,Water,Low
No water supply,No water supply for several days near Near School causing hardship,no water supply. no water supply for several days near near school causing hardship,Water,High
Mosquito breeding,Mosquito breeding due to stagnant water near Sector 5,mosquito breeding. mosquito breeding due to stagnant water near sector 5,Sanitation,Medium
Dirty drinking water,Dirty drinking water supplied near Ward 3 causing health risk,dirty drinking water. dirty drinking water supplied near ward 3 causing health risk,Water,High
Old electric pole,Old electric pole near Main Road needs replacement,old electric pole. old electric pole near main road needs replacement,Electricity,Low
Street light not working,Street light not working near Main Road - this is about electricity not water supply,street light not working. street light not working near main road - this is about electricity not water supply,Electricity,High
Electric pole blocking road,Electric pole blocking road near Near Hospital - this is about electricity infrastructure not road repair,electric pole blocking road. electric pole blocking road near near hospital - this is about electricity infrastructure not road repair,Electricity,Medium
Stagnant water breeding,Stagnant water breeding mosquitoes near Near Hospital - this is about sanitation not water supply,stagnant water breeding. stagnant water breeding mosquitoes near near hospital - this is about sanitation not water supply,Sanitation,Low
High voltage fluctuation,High voltage fluctuation damaging appliances near Ward 3,high voltage fluctuation. high voltage fluctuation damaging appliances near ward 3,Electricity,High
Wires tangled,Wires tangled near pole near Market Area need organization,wires tangled. wires tangled near pole near market area need organization,Electricity,Low
Electric pole damaged,Electric pole damaged near Sector 7 - this is about electricity not road infrastructure,electric pole damaged. electric pole damaged near sector 7 - this is about electricity not road infrastructure,Electricity,Low
Overflowing dustbin,Overflowing dustbin near Main Road needs attention,overflowing dustbin. overflowing dustbin near main road needs attention,Sanitation,Medium
Electric pole fallen,Electric pole fallen near Residential Colony causing power outage and risk,electric pole fallen. electric pole fallen near residential colony causing power outage and risk,Electricity,High
Manhole overflow,Manhole overflow near Near School spreading foul smell and health risk,manhole overflow. manhole overflow near near school spreading foul smell and health risk,Sanitation,High
Road lighting problem,Road lighting problem near Near Hospital - this is about electricity infrastructure not road surface,road lighting problem. road lighting problem near near hospital - this is about electricity infrastructure not road surface,Electricity,High
Water meter damaged,Water meter damaged near Main Road needs replacement,water meter damaged. water meter damaged near main road needs replacement,Water,Low
Street light covered,Street light covered by tree branches near Near Hospital,street light covered. street light covered by tree branches near near hospital,Electricity,Low
Traffic pole bent,Traffic pole bent near Residential Colony - this is about road infrastructure not electricity,traffic pole bent. traffic pole bent near residential colony - this is about road infrastructure not electricity,Roads,High
Water pipeline burst,Water pipeline burst near Bus Stand flooding the area,water pipeline burst. water pipeline burst near bus stand flooding the area,Water,High
Large pothole causing accidents,Large pothole causing accidents near Sector 7 needs urgent repair,large pothole causing accidents. large pothole causing accidents near sector 7 needs urgent repair,Roads,High
Street light blinking,Street light blinking near Bus Stand needs repair,street light blinking. street light blinking near bus stand needs repair,Electricity,Medium
Mosquito breeding,Mosquito breeding due to stagnant water near Near School,mosquito breeding. mosquito breeding due to stagnant water near near school,Sanitation,Medium
Water pipeline burst,Water pipeline burst near Main Road flooding the area,water pipeline burst. water pipeline burst near main road flooding the area,Water,High
Water leakage,Water leakage near Near Hospital wasting water,water leakage. water leakage near near hospital wasting water,Water,Medium
Road surface cracks,Road surface cracks near Ward 3 need patching,road surfce cracks. road surface cracks ner wrd 3 ned ptching,Roads,Medium
Street light blinking,Street light blinking near Sector 7 needs repair,street light blinking. street light blinking near sector 7 needs repair,Electricity,Medium
Live wire exposed,Live electric wire exposed near Main Road causing extreme danger,live wire exposed. lve elctric wre exposd nr min road cusing extreme dangr,Electricity,High
Stagnant water breeding,Stagnant water breeding mosquitoes near Main Road - this is about sanitation not water supply,stagnant water breeding. stagnant water breeding mosquitoes near main road - this is about sanitation not water supply,Sanitation,Medium
Dust on roadside,Dust on roadside near Bus Stand needs cleaning,dust on roadside. dust on roadside near bus stand needs cleaning,Roads,Low
Electric box rusted,Electric box rusted near Sector 7 needs maintenance,electric box rusted. electric box rusted near sector 7 needs maintenance,Electricity,Low
Bent road sign,Road sign slightly bent near Ward 1 needs straightening,bent road sign. road sign slightly bent near ward 1 needs straightening,Roads,Low
Water light issue,Water supply issue with light pressure near Near School - this is about water not electricity,water light issue. water supply issue with light pressure near near school - this is about water not electricity,Water,Medium
Water meter damaged,Water meter damaged near Ward 1 needs replacement,water meter damaged. water meter damaged near ward 1 needs replacement,Water,Low
Low water pressure,Low water pressure near Ward 3 affecting daily use,low wter pressure. low water pressre near ward 3 affcting daily use,Water,Medium
Open sewage overflow,Sewage overflowing near Market Area causing health risk and foul smell,open sewage overflow. sewage overflowing near market area causing health risk and foul smell,Sanitation,High
Live wire exposed,Live electric wire exposed near Sector 5 causing extreme danger,live wire exposed. live electric wire exposed near sector 5 causing extreme danger,Electricity,High
Waste collection delayed,Waste collection delayed by one day near Ward 1,waste collection delayed. waste collection delayed by one day near ward 1,Sanitation,Low
Dry leaves accumulated,Dry leaves accumulated near Ward 1 need removal,dry leaves accumulated. dry leaves accumulated near ward 1 need removal,Sanitation,Low
Water leakage,Water leakage near Sector 7 wasting water,water leakage. water leakage near sector 7 wasting water,Water,Medium
Water overflow from tank,Water overflow from tank near Near School wasting water,water overflow from tank. water overflow from tank near near school wasting water,Water,Medium
Low voltage issue,Low voltage issue near Near Hospital affecting electrical appliances,low voltage issue. low voltage issue near near hospital affecting electrical appliances,Electricity,Medium
Road surface cracks,Road surface cracks near Residential Colony need patching,road surface cracks. road surface cracks near residential colony need patching,Roads,Medium
Street light dim,Street light dim near Market Area needs bulb replacement,street light dim. street light dim near market area needs bulb replacement,Electricity,Low
Dirty public toilet,Public toilet dirty near Market Area requires cleaning,dirty public toilet. public toilet dirty near market area requires cleaning,Sanitation,Medium
Electric pole fallen,Electric pole fallen near Ward 3 causing power outage and risk,electric pole fallen. electric pole fallen near ward 3 causing power outage and risk,Electricity,High
Bad smell from bins,Bad smell from waste bins near Market Area affecting residents,bad smell from bins. bad smell from waste bins near market area affecting residents,Sanitation,Medium
Sewage entering houses,Sewage water entering houses near Sector 5 causing property damage,sewage entering houses. sewage water entering houses near sector 5 causing property damage,Sanitation,High
Electric sparks during rain,Electric sparks during rain near Bus Stand causing fire risk,electric sparks during rain. electric sparks during rain near bus stand causing fire risk,Electricity,High
Garbage not collected,Garbage not collected for many days near Ward 2 causing health hazard,garbage not collected. garbage not collected for many days near ward to causing health hazard,Sanitation,High
Electric pole blocking road,Electric pole blocking road near Sector 5 - this is about electricity infrastructure not road repair,electric pole blocking road. electric pole blocking road near sector 5 - this is about electricity infrastructure not road repair,Electricity,High
Irregular water supply,Water supply irregular near Ward 1 causing inconvenience,irregular water supply. water supply irregular near ward 1 causing inconvenience,Water,Medium
Dust on roadside,Dust on roadside near Near School needs cleaning,dust on roadside. dust on roadside near near school needs cleaning,Roads,Low
Waste collection delayed,Waste collection delayed by one day near Ward 2,waste collection delayed. waste collection delayed by one day near ward to,Sanitation,Low
Deep pit on road,Deep pit on road near Market Area causing vehicle damage,deep pit on road. deep pit on road near market area causing vehicle damage,Roads,High
Waste collection delayed,Waste collection delayed by one day near Main Road,waste collection delayed. waste collection delayed by one day near main road,Sanitation,Low
Damaged speed breaker,Speed breaker damaged near Ward 2 needs repair,damaged speed breaker. speed breaker damaged near ward to needs repair,Roads,Medium
Water meter damaged,Water meter damaged near Bus Stand needs replacement,water meter damaged. water meter damaged near bus stand needs replacement,Water,Low
Water supply issue,Water supply issue near Sector 7 - this is about water not electricity,water supply issue. water supply issue near sector 7 - this is about water not electricity,Water,Medium
Public tap not working,Public tap not working near Market Area needs repair,public tap not working. public tap not working near market area needs repair,Water,Medium
Water pipe repair,Water pipe repair needed near Residential Colony - this is about water supply not sanitation,water pipe repair. water pipe repair needed near residential colony - this is about water supply not sanitation,Water,Low
Road collapsed,Road collapsed near Near Hospital causing danger to vehicles,road cllapsd. rod collapsed near near hospitl causing dngr to vehicles,Roads,High
Irregular water supply,Water supply irregular near Ward 3 causing inconvenience,irregular water supply. water supply irregular near ward 3 causing inconvenience,Water,Medium
Water light issue,Water supply issue with light pressure near Residential Colony - this is about water not electricity,water light issue. water supply issue with light pressure near residential colony - this is about water not electricity,Water,Medium
Stagnant water breeding,Stagnant water breeding mosquitoes near Near School - this is about sanitation not water supply,stagnant water breeding. stagnant water breeding mosquitoes near near school - this is about sanitation not water supply,Sanitation,Medium
High voltage fluctuation,High voltage fluctuation damaging appliances near Market Area,high voltage fluctuation. high voltage fluctuation damaging appliances near market area,Electricity,High
Street light dim,Street light dim near Sector 5 needs bulb replacement,street light dim. street light dim near sector 5 needs bulb replacement,Electricity,Low
Street lights not working,Street lights not working near Ward 1 causing safety concern,street lghts not working. stret lights not working near ward 1 causng safety concern,Electricity,Medium
Dead animal on road,Dead animal lying on road near Residential Colony needs immediate removal,dead animal on road. dead animal lying on road near residential colony needs immediate removal,Sanitation,High
Minor tap leakage,Minor leakage from tap near Sector 7 needs fixing,minor tap lakage. minr lekage from tap ner sector 7 nds fixing,Water,Low
Garbage not collected,Garbage not collected for many days near Residential Colony causing health hazard,garbage not collected. garbage not collected for many days near residential colony causing health hazard,Sanitation,High
Traffic pole bent,Traffic pole bent near Main Road - this is about road infrastructure not electricity,traffic pole bent. traffic pole bent near main road - this is about road infrastructure not electricity,Roads,High
Water pipe repair,Water pipe repair needed near Near Hospital - this is about water supply not sanitation,water pipe repair. water pipe repair needed near near hospital - this is about water supply not sanitation,Water,Low
Old electric pole,Old electric pole near Residential Colony needs replacement,old electric pole. old electric pole near residential colony needs replacement,Electricity,Low
Dirty drinking water,Dirty drinking water supplied near Bus Stand causing health risk,dirty drinking water. dirty drinking water supplied near bus stand causing health risk,Water,High
Water contamination,Water contamination causing illness near Bus Stand,water contamination. water contamination causing illness near bus stand,Water,High
Water timing delay,Water timing delay near Sector 5 causing minor inconvenience,water timing delay. water timing delay near sector 5 causing minor inconvenience,Water,Low
Electric pole tilted,Electric pole tilted near Near School needs correction,electric pole tilted. electric pole tilted near near school needs correction,Electricity,Medium
Water leakage,Water leakage near Bus Stand wasting water,water leakage. water leakage near bus stand wasting water,Water,Medium
Irregular water supply,Water supply irregular near Main Road causing inconvenience,irregular water supply. water supply irreglar ner min road casing inconvnnce,Water,Medium
Water timing delay,Water timing delay near Sector 5 causing minor inconvenience,water timing delay. water timing delay near sector 5 causing minor inconvenience,Water,Low
Dirty drinking water,Dirty drinking water supplied near Market Area causing health risk,dirty drinking water. dirty drinking water supplied near market area causing health risk,Water,High
Waste collection delayed,Waste collection delayed by one day near Ward 2,waste collection delayed. waste collection delayed by one day near ward to,Sanitation,Low
Low water pressure,Low water pressure near Near Hospital affecting daily use,low water pressure. low water pressure near near hospital affecting daily use,Water,Medium
Dust on roadside,Dust on roadside near Near School needs cleaning,dust on roadside. dust on roadside near near school needs cleaning,Roads,Low
Water overflow from drain,Water overflow from drain near Residential Colony - this is about sanitation drainage not water supply,water overflow from drain. water overflow from drain near residential colony - this is about sanitation drainage not water supply,Sanitation,Low
Street light dim,Street light dim near Market Area needs bulb replacement,street light dim. street light dim near market area needs bulb replacement,Electricity,Low
Street light not working,Street light not working near Near School - this is about electricity not water supply,street light not working. street light not working near near school - this is about electricity not water supply,Electricity,High
High voltage fluctuation,High voltage fluctuation damaging appliances near Ward 3,high voltage fluctuation. high voltage fluctuation damaging appliances near ward 3,Electricity,High
Broken dustbin lid,Dustbin lid broken near Ward 3 needs repair,broken dustbin lid. dustbin lid broken near ward 3 needs repair,Sanitation,Low
Dirty drinking water,Dirty drinking water supplied near Main Road causing health risk,dirty drinking water. dirty drinking water supplied near main road causing health risk,Water,High
Wires tangled,Wires tangled near pole near Residential Colony need organization,wires tangled. wires tangled near pole near residential colony need organization,Electricity,Low
Large pothole causing accidents,Large pothole causing accidents near Near School needs urgent repair,large pothole causing accidents. large pothole causing accidents near near school needs urgent repair,Roads,High
Minor road patch damage,Minor road patch damage near Market Area needs attention,minor road patch damage. minor road patch damage near market area needs attention,Roads,Low
Small crack on road,Small crack on road near Sector 5 needs repair,small crack on road. small crack on road near sector 5 needs repair,Roads,Low
Dead animal on road,Dead animal lying on road near Sector 7 needs immediate removal,dead animal on road. dead animal lying on road near sector 7 needs immediate removal,Sanitation,High
Small crack on road,Small crack on road near Residential Colony needs repair,small crack on road. small crack on road near residential colony needs repair,Roads,Low
Manhole overflow,Manhole overflow near Ward 2 spreading foul smell and health risk,manhole overflow. manhole overflow near ward to spreading foul smell and health risk,Sanitation,High
Water pressure fluctuates,Water pressure fluctuates slightly near Bus Stand,water pressure fluctuates. water pressure fluctuates slightly near bus stand,Water,Low
Low voltage issue,Low voltage issue near Near Hospital affecting electrical appliances,low voltage issue. low voltage issue near near hospital affecting electrical appliances,Electricity,Medium
Damaged speed breaker,Speed breaker damaged near Sector 5 needs repair,damaged speed breaker. speed breaker damaged near sector 5 needs repair,Roads,Medium
Live wire exposed,Live electric wire exposed near Sector 5 causing extreme danger,live wre exposed. live elctrc wire expsed nr sectr 5 causng extrme danger,Electricity,High
Water overflow from drain,Water overflow from drain near Near School - this is about sanitation drainage not water supply,water overflow from drain. water overflow from drain near near school - this is about sanitation drainage not water supply,Sanitation,High
Water supply issue,Water supply issue near Main Road - this is about water not electricity,water supply issue. water supply issue near main road - this is about water not electricity,Water,Low
Small crack on road,Small crack on road near Bus Stand needs repair,small crack on road. small crack on road near bus stand needs repair,Roads,Low
Mosquito breeding,Mosquito breeding due to stagnant water near Ward 3,mosquito breeding. mosquito breeding due to stagnant water near ward 3,Sanitation,Medium
Minor road patch damage,Minor road patch damage near Market Area needs attention,minor road patch damage. minor road patch damage near market area needs attention,Roads,Low
Dirty public toilet,Public toilet dirty near Market Area requires cleaning,dirty public toilet. public toilet dirty near market area requires cleaning,Sanitation,Medium
Open sewage overflow,Sewage overflowing near Near Hospital causing health risk and foul smell,open sewage overflow. sewage overflowing near near hospital causing health risk and foul smell,Sanitation,High
Sewage pipe burst,Sewage pipe burst near Bus Stand - this is about sanitation not water supply,sewage pipe burst. sewage pipe burst near bus stand - this is about sanitation not water supply,Sanitation,High
Traffic pole bent,Traffic pole bent near Market Area - this is about road infrastructure not electricity,traffic pole bent. traffic pole bent near market area - this is about road infrastructure not electricity,Roads,High
Street light covered,Street light covered by tree branches near Residential Colony,street light covered. street light covered by tree branches near residential colony,Electricity,Low
Water overflow from drain,Water overflow from drain near Ward 2 - this is about sanitation drainage not water supply,water overflow from drain. water overflow from drain near ward to - this is about sanitation drainage not water supply,Sanitation,High
Water pipeline burst,Water pipeline burst near Market Area flooding the area,water pipeline burst. water pipeline burst near market area flooding the area,Water,High
Bent road sign,Road sign slightly bent near Main Road needs straightening,bent road sign. road sign slightly bent near main road needs straightening,Roads,Low
Water overflow from drain,Water overflow from drain near Ward 2 - this is about sanitation drainage not water supply,water overflow from drain. water overflow from drain near ward to - this is about sanitation drainage not water supply,Sanitation,Low
Water pressure fluctuates,Water pressure fluctuates slightly near Near School,water pressure fluctuates. water pressure fluctuates slightly near near school,Water,Low
Water overflow from tank,Water overflow from tank near Sector 5 wasting water,water overflow from tank. water overflow from tank near sector 5 wasting water,Water,Medium
Irregular water supply,Water supply irregular near Market Area causing inconvenience,irregular water supply. water supply irregular near market area causing inconvenience,Water,Medium
Irregular water supply,Water supply irregular near Ward 2 causing inconvenience,irregular water supply. water supply irregular near ward to causing inconvenience,Water,Medium
Frequent power cuts,Frequent power cuts near Ward 2 affecting daily life,frequent power cuts. frequent power cuts near ward to affecting daily life,Electricity,Medium
Electric pole tilted,Electric pole tilted near Ward 2 needs correction,electric pole tilted. electric pole tilted near ward to needs correction,Electricity,Medium
Irregular garbage collection,Garbage collection irregular near Main Road causing inconvenience,irregular garbage collection. garbage collection irregular near main road causing inconvenience,Sanitation,Medium
Water leakage,Water leakage near Near Hospital wasting water,water leakage. water leakage near near hospital wasting water,Water,Medium
Transformer blast,Transformer blast reported near Sector 5 causing power failure,transformer blst. transformer blast reported nr sctr 5 causng power filure,Electricity,High
Uneven road,Uneven road slowing traffic near Residential Colony needs leveling,uneven road. uneven road slowing traffic near residential colony needs leveling,Roads,Medium
Slow water flow,Slow water flow near Main Road needs pressure check,slow water flow. slow water flow near main road needs pressure check,Water,Low
Sewage entering houses,Sewage water entering houses near Ward 1 causing property damage,sewage entering hoss. sewge watr entering hses near wrd 1 casing property damge,Sanitation,High
Traffic pole bent,Traffic pole bent near Main Road - this is about road infrastructure not electricity,traffic pole bent. traffic pole bent near main road - this is about road infrastructure not electricity,Roads,Medium
Water leakage,Water leakage near Sector 5 wasting water,water leakage. water leakage near sector 5 wasting water,Water,Medium
Deep pit on road,Deep pit on road near Sector 7 causing vehicle damage,dp pit on rod. dep pit on road ner sectr 7 cusing vhicle damge,Roads,High
Waste collection delayed,Waste collection delayed by one day near Market Area,waste collection delayed. waste collection delayed by one day near market area,Sanitation,Low
Bridge damaged,Bridge damaged near Sector 5 requires immediate attention,bridge damaged. bridge damaged near sector 5 requires immediate attention,Roads,High
Open sewage overflow,Sewage overflowing near Bus Stand causing health risk and foul smell,opn sewage ovrflw. sewage ovrflowing nar bus stand casing halth risk and foul smell,Sanitation,High
Electric pole damaged,Electric pole damaged near Bus Stand - this is about electricity not road infrastructure,electric pole damaged. electric pole damaged near bus stand - this is about electricity not road infrastructure,Electricity,High
Minor tap leakage,Minor leakage from tap near Ward 3 needs fixing,minor tap leakage. minor leakage from tap near ward 3 needs fixing,Water,Low
Road surface cracks,Road surface cracks near Main Road need patching,road surface cracks. road surface cracks near main road need patching,Roads,Medium
Water overflow from tank,Water overflow from tank near Sector 7 wasting water,water overflow from tank. water overflow from tank near sector 7 wasting water,Water,Medium
Low water pressure,Low water pressure near Ward 2 affecting daily use,low water pressure. low water pressure near ward to affecting daily use,Water,Medium
No water supply,No water supply for several days near Ward 2 causing hardship,no water spply. no water spply for sevral dys nr ward to cusing hrdship,Water,High
Minor garbage scattered,Minor garbage scattered near Residential Colony needs cleanup,minor garbage scattered. minor garbage scattered near residential colony needs cleanup,Sanitation,Low
Slow water flow,Slow water flow near Ward 1 needs pressure check,slow water flow. slow water flow near ward 1 needs pressure check,Water,Low
Dry leaves accumulated,Dry leaves accumulated near Bus Stand need removal,dry leaves accumulated. dry leaves accumulated near bus stand need removal,Sanitation,Low
Traffic pole bent,Traffic pole bent near Near School - this is about road infrastructure not electricity,traffic pole bent. traffic pole bent near near school - this is about road infrastructure not electricity,Roads,High
Water contamination,Water contamination causing illness near Near Hospital,water contamination. water contamination causing illness near near hospital,Water,High
Damaged speed breaker,Speed breaker damaged near Near Hospital needs repair,damaged speed breaker. speed breaker damaged near near hospital needs repair,Roads,Medium
Mosquito breeding,Mosquito breeding due to stagnant water near Main Road,mosquito breeding. mosquito breeding due to stagnant water near main road,Sanitation,Medium
Waste collection delayed,Waste collection delayed by one day near Sector 5,waste collection delayed. waste collection delayed by one day near sector 5,Sanitation,Low
Minor garbage scattered,Minor garbage scattered near Sector 5 needs cleanup,minor garbage scattered. minor garbage scattered near sector 5 needs cleanup,Sanitation,Low
Street light dim,Street light dim near Main Road needs bulb replacement,street light dim. street light dim near main road needs bulb replacement,Electricity,Low
Bent road sign,Road sign slightly bent near Sector 5 needs straightening,bent road sign. road sign slightly bent near sector 5 needs straightening,Roads,Low
Low voltage issue,Low voltage issue near Ward 2 affecting electrical appliances,low voltage issue. low voltage issue near ward to affecting electrical appliances,Electricity,Medium
Dry leaves accumulated,Dry leaves accumulated near Ward 2 need removal,dry leaves accumulated. dry leaves accumulated near ward to need removal,Sanitation,Low
Waste collection delayed,Waste collection delayed by one day near Ward 2,waste collection delayed. waste collection delayed by one day near ward to,Sanitation,Low
Overflowing dustbin,Overflowing dustbin near Sector 7 needs attention,overflowing dustbin. overflowing dustbin near sector 7 needs attention,Sanitation,Medium
Water meter damaged,Water meter damaged near Ward 3 needs replacement,water meter damaged. water meter damaged near ward 3 needs replacement,Water,Low
Water timing delay,Water timing delay near Main Road causing minor inconvenience,water timing delay. water timing delay near main road causing minor inconvenience,Water,Low
Dirty public toilet,Public toilet dirty near Sector 7 requires cleaning,dirty public toilet. public toilet dirty near sector 7 requires cleaning,Sanitation,Medium
Electric pole fallen,Electric pole fallen near Ward 1 causing power outage and risk,elctric pole fallen. electric ple fallen ner ward 1 causng power outage and risk,Electricity,High
Low voltage issue,Low voltage issue near Residential Colony affecting electrical appliances,low voltage issue. low voltage issue near residential colony affecting electrical appliances,Electricity,Medium
Major leakage flooding,Major leakage flooding road near Near Hospital blocking traffic,mjor leakge flooding. major lakage flooding road nar near hsptl blockng traffic,Water,High
Manhole overflow,Manhole overflow near Main Road spreading foul smell and health risk,manhole overflow. manhole overflow near main road spreading foul smell and health risk,Sanitation,High
Water pipeline burst,Water pipeline burst near Main Road flooding the area,water piplne burst. watr pipeline burst near min road flooding the area,Water,High
Irregular water supply,Water supply irregular near Bus Stand causing inconvenience,irregular water supply. water supply irregular near bus stand causing inconvenience,Water,Medium
Faded road markings,Faded road markings near Ward 2 need repainting,faded road markings. faded road markings near ward to need repainting,Roads,Low
Dry leaves accumulated,Dry leaves accumulated near Ward 1 need removal,dry leaves accumulated. dry leaves accumulated near ward 1 need removal,Sanitation,Low
Water pressure fluctuates,Water pressure fluctuates slightly near Sector 5,water pressure fluctuates. water pressure fluctuates slightly near sector 5,Water,Low
Dirty drinking water,Dirty drinking water supplied near Near Hospital causing health risk,dirty drinking water. dirty drinking water supplied near near hospital causing health risk,Water,High
Electric box rusted,Electric box rusted near Sector 5 needs maintenance,electric box rustd. electric box rsted nar sectr 5 neds maintenance,Electricity,Low
Stagnant water breeding,Stagnant water breeding mosquitoes near Sector 7 - this is about sanitation not water supply,stagnant water breeding. stagnant water breeding mosquitoes near sector 7 - this is about sanitation not water supply,Sanitation,Low
Live wire exposed,Live electric wire exposed near Residential Colony causing extreme danger,live wire exposed. live electric wire exposed near residential colony causing extreme danger,Electricity,High
Water overflow from drain,Water overflow from drain near Ward 3 - this is about sanitation drainage not water supply,water overflow from drain. water overflow from drain near ward 3 - this is about sanitation drainage not water supply,Sanitation,Medium
Street light blinking,Street light blinking near Ward 2 needs repair,street light blinking. street light blinking near ward to needs repair,Electricity,Medium
Water supply issue,Water supply issue near Sector 7 - this is about water not electricity,water supply issue. water supply issue near sector 7 - this is about water not electricity,Water,Low
Road surface cracks,Road surface cracks near Ward 1 need patching,road surface cracks. road surface cracks near ward 1 need patching,Roads,Medium
Damaged speed breaker,Speed breaker damaged near Near Hospital needs repair,damaged speed breaker. speed breaker damaged near near hospital needs repair,Roads,Medium
Street light blinking,Street light blinking near Ward 3 needs repair,street light blinking. street light blinking near ward 3 needs repair,Electricity,Medium
Road collapsed,Road collapsed near Market Area causing danger to vehicles,road collapsed. road collapsed near market area causing danger to vehicles,Roads,High
Water pipeline burst,Water pipeline burst near Near Hospital flooding the area,water pipeline burst. water pipeline burst near near hospital flooding the area,Water,High
Road lighting problem,Road lighting problem near Ward 2 - this is about electricity infrastructure not road surface,road lighting problem. road lighting problem near ward to - this is about electricity infrastructure not road surface,Electricity,High
Water pressure fluctuates,Water pressure fluctuates slightly near Ward 1,water pressure fluctuates. water pressure fluctuates slightly near ward 1,Water,Low
Transformer blast,Transformer blast reported near Sector 5 causing power failure,transformer blast. transformer blast reported near sector 5 causing power failure,Electricity,High
Loose gravel on road,Loose gravel on road near Near School causing skidding,loose gravel on road. loose gravel on road near near school causing skidding,Roads,Medium
Deep pit on road,Deep pit on road near Residential Colony causing vehicle damage,deep pit on road. deep pit on road near residential colony causing vehicle damage,Roads,High
Electric pole tilted,Electric pole tilted near Ward 3 needs correction,electric pole tilted. electric ple tilted nr ward 3 needs crrection,Electricity,Medium
Dirty public toilet,Public toilet dirty near Bus Stand requires cleaning,dirty public toilet. public toilet dirty near bus stand requires cleaning,Sanitation,Medium
Small crack on road,Small crack on road near Ward 2 needs repair,small crack on road. small crack on road near ward to needs repair,Roads,Low
Mosquito breeding,Mosquito breeding due to stagnant water near Sector 7,mosquito breeding. mosquito breeding due to stagnant water near sector 7,Sanitation,Medium
Water supply issue,Water supply issue near Ward 1 - this is about water not electricity,water supply issue. water supply issue near ward 1 - this is about water not electricity,Water,Medium
Electric pole tilted,Electric pole tilted near Ward 3 needs correction,electric pole tilted. electric pole tilted near ward 3 needs correction,Electricity,Medium
Public tap not working,Public tap not working near Ward 2 needs repair,public tap not working. public tap not working near ward to needs repair,Water,Medium
Open sewage overflow,Sewage overflowing near Sector 5 causing health risk and foul smell,open sewage overflow. sewage overflowing near sector 5 causing health risk and foul smell,Sanitation,High
Open sewage overflow,Sewage overflowing near Ward 1 causing health risk and foul smell,open sewage overflow. sewage overflowing near ward 1 causing health risk and foul smell,Sanitation,High
Irregular water supply,Water supply irregular near Market Area causing inconvenience,irregular water supply. water supply irregular near market area causing inconvenience,Water,Medium
Water leakage,Water leakage near Market Area wasting water,water leakage. water leakage near market area wasting water,Water,Medium
Irregular garbage collection,Garbage collection irregular near Ward 1 causing inconvenience,irregular garbage collection. garbage collection irregular near ward 1 causing inconvenience,Sanitation,Medium
Faded road markings,Faded road markings near Sector 7 need repainting,fadd road markngs. faded rad markngs near sctor 7 need repaintng,Roads,Low
Transformer blast,Transformer blast reported near Main Road causing power failure,transformer blast. transformer blast reported near main road causing power failure,Electricity,High
Water overflow from drain,Water overflow from drain near Main Road - this is about sanitation drainage not water supply,water overflow from drain. water overflow from drain near main road - this is about sanitation drainage not water supply,Sanitation,High
Low voltage issue,Low voltage issue near Ward 3 affecting electrical appliances,low voltage issue. low voltage issue near ward 3 affecting electrical appliances,Electricity,Medium
Broken dustbin lid,Dustbin lid broken near Sector 7 needs repair,broken dustbin lid. dustbin lid broken near sector 7 needs repair,Sanitation,Low
Road surface cracks,Road surface cracks near Ward 2 need patching,road surface cracks. road surface cracks near ward to need patching,Roads,Medium
Frequent power cuts,Frequent power cuts near Sector 7 affecting daily life,frquent power cuts. frequent power cuts near sector 7 affcting daly life,Electricity,Medium
Minor road patch damage,Minor road patch damage near Sector 7 needs attention,minor road patch damage. minor road patch damage near sector 7 needs attention,Roads,Low
Public tap not working,Public tap not working near Bus Stand needs repair,public tap not working. public tap not working near bus stand needs repair,Water,Medium
Stagnant water breeding,Stagnant water breeding mosquitoes near Residential Colony - this is about sanitation not water supply,stagnant water breeding. stagnant water breeding mosquitoes near residential colony - this is about sanitation not water supply,Sanitation,High
